index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,grains_class
763,s__1081,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
764,s__1082,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
765,s__1083,chair,chair,2,chair,n03001627,chair.n.01,chair
766,s__1084,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
767,s__1085,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
768,s__1086,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
769,s__1087,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
770,s__1088,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
771,s__1089,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
772,s__1090,rug,rug,2,floor_mat,n04118021,rug.n.01,rug
773,s__1091,candle,candle,2,lamp,n02948072,candle.n.01,candle
774,s__1092,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
775,s__1093,armchair,chair,2,chair,n02738535,armchair.n.01,chair
776,s__1094,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
777,s__1095,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
778,s__1096,dining_table,table,2,table,n04379243,table.n.02,table
779,s__1097,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
780,s__1098,dining_table,table,2,table,n04379243,table.n.02,table
781,s__1099,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
782,s__1100,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
783,s__1101,chair,chair,2,chair,n03001627,chair.n.01,chair
784,s__1102,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
785,s__1103,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
786,s__1104,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
787,s__1105,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
788,s__1106,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
789,s__1107,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
790,s__1108,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
791,s__1109,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
792,s__1110,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,fireplace
794,s__1112,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
795,s__1113,armchair,chair,2,chair,n02738535,armchair.n.01,chair
796,s__1114,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
797,s__1115,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
798,s__1116,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
799,s__1117,chair,chair,2,chair,n03001627,chair.n.01,chair
800,s__1118,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
801,s__1119,dining_table,table,2,table,n04379243,table.n.02,table
802,s__1120,dining_table,table,2,table,n04379243,table.n.02,table
803,s__1121,chair,chair,2,chair,n03001627,chair.n.01,chair
804,s__1122,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
805,s__1123,chair,chair,2,chair,n03001627,chair.n.01,chair
806,s__1124,chair,chair,2,chair,n03001627,chair.n.01,chair
807,s__1125,armchair,chair,2,chair,n02738535,armchair.n.01,chair
808,s__1126,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
809,s__1127,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
810,s__1128,candle,candle,2,lamp,n02948072,candle.n.01,candle
811,s__1129,ceiling_fan,fan,2,otherprop,n03320046,fan.n.01,fan
812,s__1130,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
813,s__1131,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
814,s__1132,sink,sink,2,sink,n04223580,sink.n.01,sink
815,s__1133,chair,chair,2,chair,n03001627,chair.n.01,chair
816,s__1134,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
817,s__1135,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
818,s__1136,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
819,s__1137,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
820,s__1138,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
821,s__1139,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
822,s__1140,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
823,s__1141,range_oven_with_hood,kitchen_appliance,2,refridgerator,n04330340,stove.n.01,kitchen_appliance
824,s__1142,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
825,s__1143,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
826,s__1144,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
827,s__1145,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
828,s__1146,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
829,s__1147,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
830,s__1148,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
831,s__1149,chair,chair,2,chair,n03001627,chair.n.01,chair
832,s__1150,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
833,s__1151,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,hanging_kitchen_cabinet
834,s__1152,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
835,s__1153,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
836,s__1154,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
837,s__1155,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
838,s__1156,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
839,s__1157,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,kitchen_cabinet
841,s__1159,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
842,s__1160,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
843,s__1161,dining_table,table,2,table,n04379243,table.n.02,table
845,s__1163,chair,chair,2,chair,n03001627,chair.n.01,chair
846,s__1164,chair,chair,2,chair,n03001627,chair.n.01,chair
847,s__1165,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
848,s__1166,armchair,chair,2,chair,n02738535,armchair.n.01,chair
849,s__1167,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
850,s__1168,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
851,s__1169,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
852,s__1170,dining_table,table,2,table,n04379243,table.n.02,table
853,s__1171,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
854,s__1172,armchair,chair,2,chair,n02738535,armchair.n.01,chair
855,s__1173,chair,chair,2,chair,n03001627,chair.n.01,chair
856,s__1174,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
857,s__1175,chair,chair,2,chair,n03001627,chair.n.01,chair
858,s__1176,armchair,chair,2,chair,n02738535,armchair.n.01,chair
859,s__1177,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
860,s__1178,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
861,s__1179,dining_table,table,2,table,n04379243,table.n.02,table
862,s__1180,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
863,s__1183,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
864,s__1184,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
865,s__1185,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
866,s__1186,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
867,s__1187,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
868,s__1188,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
869,s__1189,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
870,s__1190,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
871,s__1192,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
872,s__1193,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
873,s__1195,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
874,s__1196,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
875,s__1197,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
876,s__1198,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
877,s__1199,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
878,s__1200,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
879,s__1201,workplace,workplace,2,desk,-,-,workplace
880,s__1202,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
881,s__1203,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
882,s__1204,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
883,s__1205,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
884,s__1206,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
885,s__1207,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
886,s__1208,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
887,s__1209,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
888,s__1210,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
889,s__1211,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
890,s__1212,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
891,s__1213,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
892,s__1214,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
893,s__1215,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
894,s__1216,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
895,s__1217,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
896,s__1218,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
897,s__1219,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
898,s__1220,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
899,s__1221,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
900,s__1222,desk,desk,2,desk,n03179701,desk.n.01,desk
901,s__1223,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
902,s__1224,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
903,s__1225,desk,desk,2,desk,n03179701,desk.n.01,desk
904,s__1226,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
905,s__1227,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
906,s__1228,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
907,s__1230,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
908,s__1231,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
909,s__1232,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
910,s__1234,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
911,s__1235,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
912,s__1237,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
913,s__1239,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
914,s__1240,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
915,s__1241,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
916,s__1242,stand,stand,2,night_stand,n04301000,stand.n.04,stand
917,s__1243,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01,dressing_table
918,s__1244,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01,dressing_table
919,s__1245,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
920,s__1246,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
921,s__1247,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
922,s__1248,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
923,s__1249,sink,sink,2,sink,n04223580,sink.n.01,sink
924,s__1250,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
925,s__1251,toilet,toilet,2,toilet,n04446276,toilet.n.01,toilet
926,s__1252,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
927,s__1253,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
928,s__1254,chair,chair,2,chair,n03001627,chair.n.01,chair
929,s__1255,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
930,s__1256,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
931,s__1257,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
932,s__1258,workplace,workplace,2,desk,-,-,workplace
933,s__1259,workplace,workplace,2,desk,-,-,workplace
934,s__1260,workplace,workplace,2,desk,-,-,workplace
935,s__1261,workplace,workplace,2,desk,-,-,workplace
936,s__1262,workplace,workplace,2,desk,-,-,workplace
937,s__1265,workplace,workplace,2,desk,-,-,workplace
938,s__1268,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
939,s__1269,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
940,s__1270,sink,sink,2,sink,n04223580,sink.n.01,sink
941,s__1271,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
942,s__1272,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
943,s__1273,sink,sink,2,sink,n04223580,sink.n.01,sink
944,s__1274,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
945,s__1275,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
946,s__1276,window,window,2,window,n04587648,window.n.01,window
947,s__1277,sink,sink,2,sink,n04223580,sink.n.01,sink
948,s__1278,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
949,s__1279,sink,sink,2,sink,n04223580,sink.n.01,sink
950,s__1280,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
952,s__1282,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
953,s__1283,sink,sink,2,sink,n04223580,sink.n.01,sink
954,s__1284,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
955,s__1285,shower,shower,2,shower_curtain,n04208936,shower.n.01,shower
956,s__1286,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
957,s__1287,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
958,s__1288,armchair,chair,2,chair,n02738535,armchair.n.01,chair
959,s__1289,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
960,s__1290,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
961,s__1291,vase,vase,2,otherprop,n04522168,vase.n.01,vase
962,s__1292,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
963,s__1293,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
965,s__1295,dining_table,table,2,table,n04379243,table.n.02,table
966,s__1296,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,floor_lamp
967,s__1297,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
968,s__1298,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
969,s__1299,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
970,s__1300,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
971,s__1301,vase,vase,2,otherprop,n04522168,vase.n.01,vase
972,s__1302,double_bed,bed,2,bed,n03225988,double_bed.n.01,bed
973,s__1303,armchair,chair,2,chair,n02738535,armchair.n.01,chair
974,s__1304,desk,desk,2,desk,n03179701,desk.n.01,desk
975,s__1305,chair,chair,2,chair,n03001627,chair.n.01,chair
976,s__1306,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
977,s__1307,stand,stand,2,night_stand,n04301000,stand.n.04,stand
978,s__1308,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
979,s__1309,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,fireplace
980,s__1310,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
981,s__1311,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
982,s__1312,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
983,s__1313,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,fireplace
984,s__1314,chair,chair,2,chair,n03001627,chair.n.01,chair
985,s__1315,stand,stand,2,night_stand,n04301000,stand.n.04,stand
986,s__1316,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
987,s__1317,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
988,s__1318,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
989,s__1319,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,bathtub
990,s__1320,sink,sink,2,sink,n04223580,sink.n.01,sink
991,s__1321,toilet_paper,bathroom_stuff,2,otherprop,n15075141,toilet_tissue.n.01,bathroom_stuff
992,s__1322,shower,shower,2,shower_curtain,n04208936,shower.n.01,shower
993,s__1323,sink,sink,2,sink,n04223580,sink.n.01,sink
994,s__1324,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
995,s__1325,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
996,s__1326,towel_hanger,bathroom_stuff,2,otherprop,n03490884,hanger.n.02,bathroom_stuff
997,s__1327,towel_hanger,bathroom_stuff,2,otherprop,n03490884,hanger.n.02,bathroom_stuff
998,s__1328,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
999,s__1329,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,wall_lamp
1000,s__1330,sofa,sofa,2,sofa,n04256520,sofa.n.01,sofa
1001,s__1331,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,ottoman
1002,s__1332,coffee_table,table,2,table,n03063968,coffee_table.n.01,table
1003,s__1333,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,chandelier
1004,s__1334,chair,chair,2,chair,n03001627,chair.n.01,chair
1006,s__1336,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
1007,s__1337,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1008,s__1338,desk,desk,2,desk,n03179701,desk.n.01,desk
1009,s__1339,mirror,mirror,2,mirror,n03773035,mirror.n.01,mirror
1010,s__1340,armchair,chair,2,chair,n02738535,armchair.n.01,chair
1011,s__1341,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1012,s__1342,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,table_lamp
1013,s__1343,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1014,s__1344,tricycle,toy,2,otherprop,n04482393,tricycle.n.01,toy
1015,s__1345,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1016,s__1346,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1017,s__1347,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1018,s__1348,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1019,s__1349,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1020,s__1350,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1021,s__1351,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1022,s__1352,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1023,s__1353,desk,desk,2,desk,n03179701,desk.n.01,desk
1024,s__1354,desk,desk,2,desk,n03179701,desk.n.01,desk
1025,s__1355,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1026,s__1356,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1027,s__1357,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1028,s__1358,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1029,s__1359,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1030,s__1360,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1031,s__1361,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1032,s__1362,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1033,s__1363,desk,desk,2,desk,n03179701,desk.n.01,desk
1034,s__1364,desk,desk,2,desk,n03179701,desk.n.01,desk
1035,s__1365,desk,desk,2,desk,n03179701,desk.n.01,desk
1036,s__1366,desk,desk,2,desk,n03179701,desk.n.01,desk
1037,s__1367,desk,desk,2,desk,n03179701,desk.n.01,desk
1038,s__1368,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,tv_stand
1039,s__1369,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1040,s__1370,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1041,s__1371,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1042,s__1372,desk,desk,2,desk,n03179701,desk.n.01,desk
1043,s__1374,desk,desk,2,desk,n03179701,desk.n.01,desk
1044,s__1377,desk,desk,2,desk,n03179701,desk.n.01,desk
1045,s__1378,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1046,s__1379,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1047,s__1382,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1048,s__1384,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1049,s__1392,desk,desk,2,desk,n03179701,desk.n.01,desk
1050,s__1393,desk,desk,2,desk,n03179701,desk.n.01,desk
1051,s__1394,desk,desk,2,desk,n03179701,desk.n.01,desk
1052,s__1396,table,table,2,chair,n04379243,table.n.02,table
1053,s__1398,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1054,s__1399,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1055,s__1400,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
1056,s__1401,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
1057,s__1402,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
1058,s__1403,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
1059,s__1404,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1060,s__1405,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1061,s__1406,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1062,s__1407,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1063,s__1408,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1064,s__1410,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1065,s__1411,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1066,s__1412,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1067,s__1413,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1068,s__1414,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1069,s__1415,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1070,s__1416,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1071,s__1418,desk,desk,2,desk,n03179701,desk.n.01,desk
1072,s__1419,desk,desk,2,desk,n03179701,desk.n.01,desk
1073,s__1422,desk,desk,2,desk,n03179701,desk.n.01,desk
1074,s__1423,desk,desk,2,desk,n03179701,desk.n.01,desk
1075,s__1426,desk,desk,2,desk,n03179701,desk.n.01,desk
1076,s__1427,desk,desk,2,desk,n03179701,desk.n.01,desk
1077,s__1428,desk,desk,2,desk,n03179701,desk.n.01,desk
1078,s__1429,desk,desk,2,desk,n03179701,desk.n.01,desk
1079,s__1431,table,table,2,chair,n04379243,table.n.02,table
1080,s__1432,table,table,2,chair,n04379243,table.n.02,table
1081,s__1433,table,table,2,chair,n04379243,table.n.02,table
1082,s__1434,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1083,s__1435,shelving,shelving,2,shelves,n04190052,shelf.n.01,shelving
1084,s__1438,table,table,2,chair,n04379243,table.n.02,table
1085,s__1439,table,table,2,chair,n04379243,table.n.02,table
1086,s__1443,stand,stand,2,night_stand,n04301000,stand.n.04,stand
1087,s__1445,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
1088,s__1446,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1089,s__1448,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,shelving
1090,s__1452,desk,desk,2,desk,n03179701,desk.n.01,desk
1091,s__1461,desk,desk,2,desk,n03179701,desk.n.01,desk
1092,s__1462,toy,toy,2,otherprop,n03964744,plaything.n.01,toy
1093,s__1465,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1094,s__1467,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,wardrobe_cabinet
1095,s__1473,desk,desk,2,desk,n03179701,desk.n.01,desk
